title,link,description,provider
Приложение для работы со стрессом (контентное тестирование),https://stepik.org/course/118052,"Привет! Мы разрабатываем приложение, которое позволит вам внедрить в свою жизнь такие полезные практики для работы со стрессом как... Благодаря прохождению модулей интеракивного курса вы сможете освоить все это за 21 день! Этот курс создан с целью тестирования контента, которое будет содержать приложение. Он включает в себя всего пару модулей и займет не более 15 минут. Однако, он позволит вам больше узнать о методологиях работы со стрессом, а нам выявить зоны роста. Благодарим вас за уделенное время!",Stepik
Exciting reading,https://stepik.org/course/159246,"Приветствуем Вас на курсе Exciting reading! Читательская грамотность является важной часть процесса обучения. Она включает в себя способность человека читать, понимать и использовать письменные тексты для того, чтобы решать учебные и практические задачи, расширять свои знания.",Stepik
CBA,https://stepik.org/course/98142,"Приветствуем тебя на обучающем сайте Сoral Business Academy.
Готов развивать свой бизнес вместе с надежным бизнес-партнером, компанией Coral Club?
Начни с освоения профессиональных навыков, которые помогут стать успешным дистрибьютором.

Твой главный помощник - твой спонсор, наставник.

Твой второй помощник - ""Рабочая тетрадь успешного партнера"".

Принцип обучения на сайте простой: ты изучаешь материал (смотришь видео-советы Мастеров, читаешь полезную информацию, выполняешь практические задания, проходишь тест). За каждое действие сайт начисляет тебе коралл-фишки. Затем рекомендуем отработать определенный бизнес-навык на практике.

Как только навык отработан и тебе нужна следующая порция информации, возвращайся на сайт, изучай материалы следующего шага. Шаги семи профессиональных навыков будут открываться тебе последовательно и при условии, что ты набрал необходимое количество коралл-фишек на предыдущем шаге.

Освоив базовые навыки, ты получишь свой первый Сертификат.
Изучив лидерские навыки, тебе станет доступен второй Сертификат Coral Business Academy.",Stepik
Autocad с нуля - быстрый старт,https://stepik.org/course/126386,"Приветствую вас на этом курсе. Он предназначен для людей, которые никогда раньше не работали с программой Autocad, и хотят в краткие сроки освоиться в ней настолько, чтобы самостоятельно выполнять и оформлять чертежи.",Stepik
Редактор Pixlr и его возможности.,https://stepik.org/course/66111,"Признайтесь, кому не нравятся яркие и запоминающиеся статьи и посты в социальных сетях? Очевидно: оригинальные изображения  в материалах притягивают нас куда больше, чем текст, как бы гениально он не был написан. И именно здесь к нам на помощь приходит – онлайн фото - редактор, который позволяет придерживаться единого стиля фотографий, сохранять оригинальную цветовую гамму и пр. Данный курс научит Вас работать в онлайн редакторе Pixlr.com. Pixlr — один из самых лучших онлайн редакторов с полным функционалом.
После окончания курса Вы научитесь не только создавать картинки и различные таблицы в редакторе, но и использовать элементы коррекции изображения. Присоединяйтесь к моему курсу и вы убедитесь в том, что онлайн редактор Pixlr многофункционален, полезен и очень прост в работе.",Stepik
ЕГЭ ПО ИНФОРМАТИКЕ НА PYTHON,https://stepik.org/course/117820,"Примеры решения задач 2, 5, 6, 8, 12, 14, 15, 16, 17, 19, 20, 21, 22, 23",Stepik
Томография: увидеть невидимое,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=604835,про томографию мы слышим практически каждый день обязательно какойнибудь знакомый расскажет о том что врач назначил ему томографию для более точной постановки диагноза а в программах новостей рассказывая о новых аэропортах обязательно упомянут о современных томографических досмотровых комплексах а сколько областей применения у томографии на самом деле насколько она нужна нам сейчас и есть ли у нее будущее каковы физические принципы лежащие в основе томографии подвластна ли томография только самым умным и любящим физику ученым стоит ли связывать свою карьеру с томографией есть ли современные разработки в области томографии в россии на эти и многие другие вопросы вы найдете ответы пройдя наш курс томография увидеть невидимое,Stepik
C++,https://stepik.org/course/119982,ПРО C++,Stepik
Тестирование по непонятым словам,https://stepik.org/course/23967,Проверка понимания непонятых слов.,Stepik
Программирование на Python в Minecraft,https://stepik.org/course/130844,"Программа «Программирование на языке Python в Minecraft» сочетает в себе различные формы проведения занятий: аудиторные – учебное занятие, практическая работа, создание и защита проекта. Такое сочетание форм позволяет, как качественно сформировать предметные навыки (работа с языком программирования), так и поддерживать на высоком уровне познавательный интерес обучающихся, готовность к творческой деятельности.",Stepik
Макроэкономический анализ и регулирование банковской сферы,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11043589,курс направлен на формирование у студентов навыков макроэкономического анализа банковской сферы как важнейшей подсистемы национальной экономики целостного преставления и понимания целей задач и функций регулирующих ее органов а также механизмов реализации указанных функций в российской банковской системе с учетом мирового опыта,Открытая онлайн-академия Финансового университета
Биологические основы психопатологий,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=14168095,"курс направлен на формирование у слушателей знаний о биологических механизмах наиболее распространенных психопатологий таких как тревожные расстройства депрессия биполярное расстройство шизофрения и др а также об основных нерешенных вопросах в области биологии данных заболеваний 
 слушатели курса познакомятся с современными данными генетики молекулярной биологии нейровизуализации в отношении патогенеза психических расстройств 
 виртуальная лабораторная работа позволит студентам приобрести начальные навыки анализа поведенческих тестов на модельных животных крысы",Онлайн-обучение в БФУ им И. Канта
Основы эффективного делового общения,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=607329,курс направлен на формирование у обучающихся представления об основных закономерностях деловой коммуникации способах поведения в процессе делового взаимодействия в ситуациях типичных для делового общения знакомство представление и поведение в образовательных организациях и на рабочих местах на совещаниях и переговорах при включении во временные творческие коллективы навыки командной работы помимо этого курс может помочь формированию собственного делового имиджа в соответствии с корпоративным имиджем и требованиями делового этикета а также развитию речевой культуры устной в части аргументирования и полемики в дискуссиях настроенности на делового партнера и культуры делового письма в единстве этических и нормативных требований к ведению деловой переписки и составления официальных документов отвечающих требованиям к общению на государственном языке,Открытое образование
Жизненная навигация,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=980778,"курс направлен на формирование у обучающихся навыков работы со своими целями и осознанного выбора для планирования их жизненной траектории цель курса оказать помощь слушателям в освоении технологий саморазвития и повышения уровня осознанности ответственности и инициативности
в результате прохождения курса слушатели научатся ставить перед собой цели расставлять приоритеты определять необходимые для достижения целей ресурсы анализировать трудности и бороться с ними составлять программы саморазвития и находить мотивацию меняться к лучшему
обучающиеся будут постигать свое идеальное я расписывать свой идеальный день и месяц растить дерево жизненно важных целей оценивать собственные навыки и компетенции а также анализировать свое окружение
курс будет полезен каждому кто хочет успешно двигаться вперед в учебе карьере и жизни",Открытое образование
Товарная номенклатура внешнеэкономической деятельности,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11136908,курс направлен на формирование у обучающихся набора профессиональных компетенций специалиста таможенного дела позволяющих принимать решение по классификации товаров по тн вэд еаэс объективно оценивать признаки классификации товаров оптимизировать обоснование принятого решения обеспечивать контроль достоверности заявленного кода товара и разрабатывать предложения по решению актуальных проблем по классификации товаров в международной торговле,СДО РАНХиГС
Золотое кольцо России,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=604282,"курс направлен на формирование у молодежи новых представлений о золотом кольце в нем рассматривается ряд филологических и культурологических тем связанных с городами золотого кольца россии курс состоит из двух модулей тайны золотого кольца и города золотого кольца центры книжной культуры владимирской руси
первый модуль тайны золотого кольца знакомит слушателей с основными вехами истории пяти городов северовосточной руси ростов великий суздаль владимир переславльзалесский ярославль сыгравших важнейшую роль в становлении русской государственности и вошедших в золотое кольцо россии особое внимание уделено вопросам происхождения древнерусских городов рассматривается этимология их названий легенды и летописные свидетельства связанные с их основанием рассматриваются идеалы святости история каждого города прослеживается до момента его наивысшего расцвета во втором модуле города золотого кольца представлены как центры книжной культуры киевской руси например ростов великий в котором находился тн григорьевский затвор который историки называют протоуниверситетом древней руси центральной для данного модуля темой является тема традиций образования в древней руси
целевая аудитория студенты абитуриенты учащиеся средних и старших классов курс будет интересен всем кто интересуется историей и культурой россии
представленные материалы могут быть использованы в процессе преподавания истории мировой художественной культуры истории русского языка а также при подготовке и проведении внеурочных мероприятий исторической историколингвистической и культурологической направленности",Образование на русском
Беспроводные телекоммуникационные системы,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=4052,курс направлен на формирование представлений о физическом уровне построения телекоммуникационных сетей рассматриваются функциональные блоки построения сетей методы разделения каналов передачи информации основы формирования сигналов в системах беспроводной связи,Открытое образование
Введение в программирование (C++),https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=4334,программа курса на базовом уровне освещает практические основы программирования в ходе обучения предстоит решить множество небольших задач охватывающих основные базовые конструкции языка c такой опыт будет полезен всем кто хочет углубиться в изучение программирования многие задачи курса были любезно предоставлены денисом кириенко учителем московской школы 179,Stepik
Кормопроизводство,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11091945,курс направлен на то чтобы дать студентам глубокие знания по вопросам биологических и экологических особенностей растений сенокосов и пастбищ биологических особенностей и технологических аспектов возделывания однолетних и многолетних кормовых культур систем улучшения кормовых угодий и составляющих их мероприятия организации и приемы рационального использования пастбищ организации зеленого конвейера технологии производства сена силоса сенажа искусственно обезвоженных кормов требований стандартов к качеству кормов курс направлен на формирование у студентов теоретических знаний практических умений и навыков по научным основам методам и способам производства кормов на пашне сенокосах и пастбищах,Платформа ФГБОУ ВО Ижевская ГСХА
Финансовые технологии и финансовый инжиниринг,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11043477,курс направлен на расширение финансовой эрудиции и формирование знаний и практических навыков в области финансового рынка новейших явлений на его отдельных сегментах а также инструментов и технологий применяемых в финансовом инжиниринге,Открытая онлайн-академия Финансового университета
Обучение русскому речевому общению. Часть 2,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=604504,"курс направлен на развитие у учащихся средних общеобразовательных учебных заведений навыков речевого общения на русском языке как родном или неродном курс будет интересен и полезен тем кто хочет овладеть различными аспектами речевого общения на русском языке его цель связана с обучением порождению устных текстов и восприятию письменных текстов
курс состоит из трёх самостоятельных модулей объединённых единой целью удовлетворением различных потребностей учащихся участвующих в речевом общении на русском языке как при порождении собственных высказываний так и при понимании аутентичных текстов созданных носителями русского языка
первый модуль представляет собой миникурс для младших школьников по обучению чтению художественной литературы дополнительные материалы для уроков по программе литературное чтение на примерах конкретных художественных текстов ученики начальной школы учатся выделять в тексте ключевые слова описывающие основные компоненты ситуации текста субъект событие место и время и моделировать саму ситуацию текста те учатся понимать художественный текст второй модуль ориентирован преимущественно на школьниковинофонов и посвящен правильности употребления грамматических форм в речи на примере категории числа имени существительного
третий модуль знакомит с интонационными конструкциями русского языка участвующими во взаимодействии с лексикограмматическими средствами языка в выражении основных речевых интенций занятия модуля носят практический интерактивный характер нацелены на практическое обучение способам реализации сообщения разных типов вопроса переспроса и других речевых действий в русской устной речи занятия включают задания на наблюдение языковых и речевых явлений их объяснение в доступной для адресата инофоны 10 форме и тренировочные упражнения позволяющие освоить на практике базовый материал необходимый для устного общения на русском языке",Образование на русском
Контекстная реклама,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=606523,"курс направлен на пошаговую подготовку запуска вашей рекламной кампании в яндекс директ и google adwords поиск сети и ремаркетинг а также на создание и редактуру текста составление объявлений вебаналитику и анализ эффективности получение эффективных кликов автоматизацию и расширенные возможности ретаргетинг 6 типов рекламных кампаний будут детально разобраны во время обучения
для тех у кого есть свой проект есть возможность дополнительно получить персонального наставника на момент запуска рекламной кампании
пройдя курс вы сможете самостоятельно продвигать проект с помощью инструментов контекстной рекламы или грамотно оценить работу наёмного специалиста",Нетология
Технологии Scratch,https://stepik.org/course/125945,Программа курса по информатике ««Технологии Scratch» призван вооружить осваивающих её школьников компетенциями для овладения первоначальными навыками интуитивного программирования и осуществления проектной деятельности согласно их возрастным способностям.,Stepik
Культура и искусство мордовского края,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11540673,"курс направлен на определение системы знаний студентов в области культуры и искусства мордовского края
курс будет полезен широкому кругу слушателей интересующихся культурой финноугорских народов школьникам и студентам обучающимся в образовательных организациях республики мордовия а также учителям журналистам писателям иностранцам изучающим культуру народов россии
курс посвящён изучению этнической культуры мордвы особенностям и специфике мордовской мифологии раскрытию сущности национальной культуры ее закономерностей исторического развития большое внимание уделяется вопросам традиционного становления и инновационного развития художественной культуры музыки театра изобразительного искусства мордовского края",Огарёв-University
Мордовский язык (эрзянский),https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11572812,курс направлен на определение системы знаний студентов в области коммуникативных навыков посредством изучения мордовских языковкурс будет полезен широкому кругу слушателей интересующихся историей и культурой финноугорских народов школьникам и студентам обучающимся в образовательных организациях республики мордовия а также учителям журналистам писателям иностранцам изучающим культуру и языки народов россиикурс нацелен на ознакомление слушателей с богатством и красотой эрзянского языка из видеолекций слушатели узнают об истории и современном состоянии эрзянского языка о месте мордовских языков в языковой картине мира о связи мордовских языков с другими языками курс нацелен на развитие коммуникативных навыков слушателей формируемых посредством прослушивания аудиоматериалов и изучения тематических диалогов,Огарёв-University
Мордовский язык (мокшанский),https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11573075,курс направлен на определение системы знаний студентов в области коммуникативных навыков посредством изучения мордовских языковкурс будет полезен широкому кругу слушателей интересующихся историей и культурой финноугорских народов школьникам и студентам обучающимся в образовательных организациях республики мордовия а также учителям журналистам писателям иностранцам изучающим культуру и языки народов россиикурс нацелен на ознакомление слушателей с богатством и красотой мокшанского языка из видеолекций слушатели узнают об истории и современном состоянии мокшанского языка о месте мордовских языков в языковой картине мира о связи мордовских языков с другими языками курс нацелен на развитие коммуникативных навыков слушателей формируемых посредством прослушивания аудиоматериалов и изучения тематических диалогов,Огарёв-University
История развития мордовского края,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11558823,курс направлен на определение системы знаний студентов в области исторического развития мордовского края с древнейших времен до современностикурс будет полезен широкому кругу слушателей интересующихся историей финноугорских народов школьникам и студентам обучающимся в образовательных организациях республики мордовия а также учителям журналистам писателям иностранцам изучающим историю народов россиив курсе освещены вопросы связанные с эволюцией эрзянской и мокшанской групп племен в составе древнемордовской общности процессом этногенеза древней мордвы конкретизацией положения мордвы в системе золотой орды вхождения мордвы в состав древнерусского государства раскрываются особенности сельскохозяйственного промышленного социальноэкономического развития и общественнополитической жизни в разные периоды исторического развития мордовского края,Огарёв-University
Качественные и количественные методы психологических и педагогических исследований,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=1132045,курс направлен на овладение методами качественных и количественных исследований методами получения и обобщения данных необходимыми для самостоятельной организации и проведения исследований в психологии педагогики и смежных областях формирование умений планировать исследования в соответствии с поставленными задачами и предметом исследования подбирать методы сбора анализа данных описания и корректной интерпретации полученных результатов,е-Сибирь – платформа онлайн-обучения Сибирского РЦКОО
Управление мотивацией участников онлайн-обучения в виртуальной среде,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=117599,"курс направлен на обучение тьюторов эффективному дистанционному взаимодействию со студентами для улучшения эффективности онлайнобучения курс представляет собой краткий теоретический экскурс в психологию мотивации и обширный практический блок кейсов по формированию и стабилизации мотивации у студентов
курс управление мотивацией участников онлайнобучения в виртуальной среде разработан в связи с популяризацией и масштабированием онлайнобучения закономерно что подобный формат обучения предполагает личную ответственность студента и сильную внутреннюю мотивацию тьюторы и асессоры должны своевременно регулировать мотивацию поддерживая и стабилизируя ее цель работы преподавателя удержать максимальное количество слушателей курса каждый раздел курса последовательно формирует у преподавателей базовые навыки экспрессдиагностики уровня мотивации слушаталей и навыки стабилизации мотивации в курсе рассматриваются способы управления мотивацией на разных уровнях преподаватель слушатели тьютор слушатели слушатель слушатель мотиваторы используются как внешние по отношению к слушателю мотивирующие видео новостные посты так и внутренние командные задания на форуме рейтинг активности рейтинг успеваемости и тд рассматриваются и факторы которые влияют на потерю слушателей или снижение привлекательности курса
целевая аудитория курса авторыразработчики онлайнкурсов профессорскопреподавательский состав кафедр профессора доценты старшие преподаватели преподаватели ассистенты тьюторы асессоры",OpenProfession
Computer Science Basics,https://stepik.org/course/73198,"Программа обучения курса «Основы Computer Science» специально разработана в «IT-Academy» для представителей любых профессий, которые не имеют специальной технической подготовки в IT, но планируют освоить программирование, построить карьеру в этой сфере и изменить свою жизнь, а также для людей с техническим образованием, желающих получить новые знания и развиваться в области компьютерных технологий.",Stepik
Grammar course for beginners,https://stepik.org/course/173179,"Программа онлайн курса по английскому языку для начинающих на тему грамматика предназначена для тех, кто только начинает изучать английский язык и хочет получить основы английской грамматики.

План программы включает в себя следующие разделы:

1. Введение в грамматику английского языка:
- Основные понятия;
- Правила произношения.

2. Общие сведения о грамматике:
- Части речи;
- Основные грамматические конструкции.

3. Степени сравнения прилагательных и наречий:
- Высокая, низкая и средняя степени сравнения;",Stepik
Программирование на Python,https://stepik.org/course/124733,"Программа ориентирована на обучение школьников, мотивированных на углубленное изучение данного предмета. В курсе лекций разбираются такие темы, как сортировка обменом, выбором и вставками, линейный и двоичный поиск, динамическое программирование.",Stepik
Microsoft PowerPoint,https://stepik.org/course/161050,"Программа подготовки презентаций и просмотра презентаций, являющаяся частью Microsoft Office и доступная в редакциях для операционных систем Microsoft Windows и macOS, а также для мобильных платформ Android и IOS. Материалы, подготовленные с помощью… для начинающих",Stepik
Программируем с Alice (1 год),https://stepik.org/course/69619,Программирование на визуальном языке,Stepik
Современные теории международных отношений,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=142088,курс направлен на глубокое изучение современных теорий международных отношений призванных объяснить природу международной политики состав участников движущие силы и закономерности политикипервая часть курса знакомит с возникновением и краткой эволюцией теорий международных отношений опираясь на анализ великих дебатов между теоретическими школами и их последствий для дальнейшей эволюции наукидалее изучаются традиционные теоретические парадигмы неореализм неолиберализм глобализм каждая из этих парадигм имеет внутри себя несколько теоретических направлений имеющих содержательные и методологические отличияследующая часть курса посвящена изучению так называемой постпозитивистской революции которая обозначила радикальный поворот в эволюции теории международных отношений связанный с коренным пересмотром методологии и категориального аппарата науки на этой основе сформировалась новейшая парадигма постпозитивизм постпозитивизм включает в себя достаточно разнородные теории имеющие в то же время и общие основания которые противопоставляют их традиционным теориям международных отношений к постпозитивизму относятся постмодернизм постмарксизм социальный конструктивизм постмодернистский феминизмв ходе изучения курса дается критический анализ всех парадигм с точки зрения их содержания объяснительной силы методологии в свете многообразия теорий даются иллюстрации как та или иная теория трактует природу эволюцию и перспективу современных международнополитических процессов и явлений в частности речь идет о таких вопросах как интеграция глобализация эрозия суверенитета проблема безопасности проблема войны природа и пределы сотрудничества государствавторы курса считают что ни одна из современных теорий не предлагает универсального объяснения международной политики в особенности происходящих после окончания холодной войны трансформаций международной системы поэтому теория международных отношений как дисциплина остается глубоко плюралистичной в то же время не имея теоретической основы невозможно понять что и почему происходит в современной политике и каковы перспективы мирового развитияв задачи курса входит формирование собственного научного мировоззрения студентов которая поможет формулировать собственные доказательные суждения о международной политике и мотивациях политического поведения различных акторов,Открытое образование
